actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Ritesh Batra,Drama|Romance,the lunchbox,Nawazuddin SiddiquiNimrat KaurLillete DubeyRitesh BatraDrama|Romance
Shirley Henderson,Joan Allen,Stephanie Leonidas,Sally Potter,Drama|Romance,yes,Shirley HendersonJoan AllenStephanie LeonidasSally PotterDrama|Romance
Jean Arthur,Ann Miller,Lionel Barrymore,Frank Capra,Comedy|Drama|Romance,you can't take it with you,Jean ArthurAnn MillerLionel BarrymoreFrank CapraComedy|Drama|Romance
Montgomery Clift,Donna Reed,Deborah Kerr,Fred Zinnemann,Drama|Romance|War,from here to eternity,Montgomery CliftDonna ReedDeborah KerrFred ZinnemannDrama|Romance|War
Harry Carey Jr.,Ben Johnson,Victor McLaglen,John Ford,Western,she wore a yellow ribbon,Harry Carey Jr.Ben JohnsonVictor McLaglenJohn FordWestern
Shawnee Smith,Michael Welch,Anthony Reynolds,Brad J. Silverman,Drama|Music,grace unplugged,Shawnee SmithMichael WelchAnthony ReynoldsBrad J. SilvermanDrama|Music
Eddie Griffin,Clifton Powell,Marla Gibbs,Dave Meyers,Comedy|Drama,foolish,Eddie GriffinClifton PowellMarla GibbsDave MeyersComedy|Drama
Essence Atkins,Lamman Rucker,Tempestt Bledsoe,David M. Matthews,Crime|Drama|Thriller,n-secure,Essence AtkinsLamman RuckerTempestt BledsoeDavid M. MatthewsCrime|Drama|Thriller
Yasmine Al Massri,Adel Karam,Nadine Labaki,Nadine Labaki,Comedy|Drama|Romance,caramel,Yasmine Al MassriAdel KaramNadine LabakiNadine LabakiComedy|Drama|Romance
Stephen Rea,Pixie Davies,Alejandro Furth,Lluís Quílez,Horror|Thriller,out of the dark,Stephen ReaPixie DaviesAlejandro FurthLluís QuílezHorror|Thriller
Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,Eytan Fox,Comedy|Drama|Romance,the bubble,Ohad KnollerLior AshkenaziYousef 'Joe' SweidEytan FoxComedy|Drama|Romance
Harrison Ford,Teri Garr,Cindy Williams,Francis Ford Coppola,Drama|Mystery|Thriller,the conversation,Harrison FordTeri GarrCindy WilliamsFrancis Ford CoppolaDrama|Mystery|Thriller
Annabelle Wallis,Revathy,Bhoomika Chawla,Romesh Sharma,Romance,dil jo bhi kahey...,Annabelle WallisRevathyBhoomika ChawlaRomesh SharmaRomance
Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,François Truffaut,Crime|Drama|Romance,mississippi mermaid,Catherine DeneuveJean-Paul BelmondoMichel BouquetFrançois TruffautCrime|Drama|Romance
Judy Greer,Marisa Coughlan,Nicky Katt,Adam Goldberg,Drama|Mystery,i love your work,Judy GreerMarisa CoughlanNicky KattAdam GoldbergDrama|Mystery
Dustin Ingram,Gage Golightly,Samuel Davis,Travis Zariwny,Horror,cabin fever,Dustin IngramGage GolightlySamuel DavisTravis ZariwnyHorror
Ty Burrell,Kevin Zegers,Mekhi Phifer,Zack Snyder,Action|Horror|Thriller,dawn of the dead,Ty BurrellKevin ZegersMekhi PhiferZack SnyderAction|Horror|Thriller
Lew Temple,Cheryl Hines,Eddie Jemison,Adrienne Shelly,Comedy|Drama|Romance,waitress,Lew TempleCheryl HinesEddie JemisonAdrienne ShellyComedy|Drama|Romance
Bolo Yeung,Donald Gibb,Ken Siu,Newt Arnold,Action|Biography|Drama|Sport,bloodsport,Bolo YeungDonald GibbKen SiuNewt ArnoldAction|Biography|Drama|Sport
Claude Rains,Jean Arthur,Thomas Mitchell,Frank Capra,Comedy|Drama,mr. smith goes to washington,Claude RainsJean ArthurThomas MitchellFrank CapraComedy|Drama
Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Larry Clark,Drama,kids,Rosario DawsonLeo FitzpatrickJustin PierceLarry ClarkDrama
William Baldwin,Elizabeth Meriwether,Owen Kline,Noah Baumbach,Comedy|Drama,the squid and the whale,William BaldwinElizabeth MeriwetherOwen KlineNoah BaumbachComedy|Drama
Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Charles Herman-Wurmfeld,Comedy|Drama|Romance,kissing jessica stein,Scott CohenJennifer WestfeldtBrian StepanekCharles Herman-WurmfeldComedy|Drama|Romance
Honglei Sun,Ni Yan,Dahong Ni,Yimou Zhang,Comedy|Drama,"a woman, a gun and a noodle shop",Honglei SunNi YanDahong NiYimou ZhangComedy|Drama
Matthew Ziff,T.J. Storm,Sam Medina,John Stockwell,Action,kickboxer: vengeance,Matthew ZiffT.J. StormSam MedinaJohn StockwellAction
Norman Lloyd,Rhonda Fleming,Leo G. Carroll,Alfred Hitchcock,Film-Noir|Mystery|Romance|Thriller,spellbound,Norman LloydRhonda FlemingLeo G. CarrollAlfred HitchcockFilm-Noir|Mystery|Romance|Thriller
Bruce Greenwood,Mia Kirshner,Sarah Polley,Atom Egoyan,Drama|Mystery|Romance,exotica,Bruce GreenwoodMia KirshnerSarah PolleyAtom EgoyanDrama|Mystery|Romance
Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,Vincent Gallo,Comedy|Crime|Drama|Romance,buffalo '66,Anjelica HustonVincent GalloJan-Michael VincentVincent GalloComedy|Crime|Drama|Romance
Lin Shaye,Barbara Hershey,Philip Friedman,James Wan,Fantasy|Horror|Mystery|Thriller,insidious,Lin ShayeBarbara HersheyPhilip FriedmanJames WanFantasy|Horror|Mystery|Thriller
Del Zamora,Tracey Walter,Miguel Sandoval,Alex Cox,Comedy|Crime|Sci-Fi|Thriller,repo man,Del ZamoraTracey WalterMiguel SandovalAlex CoxComedy|Crime|Sci-Fi|Thriller
Ricardo Darín,Gastón Pauls,Leticia Brédice,Fabián Bielinsky,Crime|Drama|Thriller,nine queens,Ricardo DarínGastón PaulsLeticia BrédiceFabián BielinskyCrime|Drama|Thriller
Ami Ayalon,Yuval Diskin,Yaakov Peri,Dror Moreh,Documentary|War,the gatekeepers,Ami AyalonYuval DiskinYaakov PeriDror MorehDocumentary|War
Beau Bridges,Susanna Thompson,Ryan McDonald,Rebecca Miller,Drama,the ballad of jack and rose,Beau BridgesSusanna ThompsonRyan McDonaldRebecca MillerDrama
Donald Glover,Alia Shawkat,Scott Porter,Maggie Carey,Comedy|Romance,the to do list,Donald GloverAlia ShawkatScott PorterMaggie CareyComedy|Romance
Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,Roger Avary,Crime|Drama|Thriller,killing zoe,Eric StoltzSalvator XuerebJean-Hugues AngladeRoger AvaryCrime|Drama|Thriller
Ryan Gosling,Theresa Russell,Summer Phoenix,Henry Bean,Drama,the believer,Ryan GoslingTheresa RussellSummer PhoenixHenry BeanDrama
Michael Angarano,Connor Paolo,Tom Noonan,David Gordon Green,Drama|Romance,snow angels,Michael AngaranoConnor PaoloTom NoonanDavid Gordon GreenDrama|Romance
Ward G. Smith,Lisa Brave,Malone Thomas,Simeon Rice,Action|Horror|Thriller,unsullied,Ward G. SmithLisa BraveMalone ThomasSimeon RiceAction|Horror|Thriller
Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,Brad Anderson,Horror|Mystery,session 9,Paul GuilfoyleBrendan Sexton IIILarry FessendenBrad AndersonHorror|Mystery
Jessy Schram,Jeff Garlin,Joey Slotnick,Jeff Garlin,Comedy|Romance,i want someone to eat cheese with,Jessy SchramJeff GarlinJoey SlotnickJeff GarlinComedy|Romance
Dorian Missick,Nia Long,Evan Ross,Qasim Basir,Drama|Family,mooz-lum,Dorian MissickNia LongEvan RossQasim BasirDrama|Family
Joel David Moore,Kane Hodder,Joel Murray,Adam Green,Comedy|Horror,hatchet,Joel David MooreKane HodderJoel MurrayAdam GreenComedy|Horror
Paulette Goddard,Stanley Blystone,Fred Malatesta,Charles Chaplin,Comedy|Drama|Family,modern times,Paulette GoddardStanley BlystoneFred MalatestaCharles ChaplinComedy|Drama|Family
Brian Dennehy,Aidan Quinn,Bonnie Hunt,Pete Jones,Drama,stolen summer,Brian DennehyAidan QuinnBonnie HuntPete JonesDrama
Ted Raimi,Dan Hicks,Timothy Patrick Quill,Bruce Campbell,Comedy|Fantasy,my name is bruce,Ted RaimiDan HicksTimothy Patrick QuillBruce CampbellComedy|Fantasy
Vivica A. Fox,Monica Calhoun,Garrett Morris,Mark Brown,Comedy|Drama,the salon,Vivica A. FoxMonica CalhounGarrett MorrisMark BrownComedy|Drama
Jay Mohr,Jim O'Heir,David Alan Grier,Adam Carolla,Comedy,road hard,Jay MohrJim O'HeirDavid Alan GrierAdam CarollaComedy
Rip Torn,Jenny O'Hara,Darren E. Burrows,Ira Sachs,Drama|Music|Romance,forty shades of blue,Rip TornJenny O'HaraDarren E. BurrowsIra SachsDrama|Music|Romance
Brian Lee Franklin,John Arcilla,Ronnie Lazaro,John Sayles,Drama|War,amigo,Brian Lee FranklinJohn ArcillaRonnie LazaroJohn SaylesDrama|War
Stephen McHattie,Georgina Reilly,Boyd Banks,Bruce McDonald,Fantasy|Horror,pontypool,Stephen McHattieGeorgina ReillyBoyd BanksBruce McDonaldFantasy|Horror
Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,James Mottern,Drama,trucker,Jimmy BennettJoey Lauren AdamsMatthew LawrenceJames MotternDrama
Angela Sarafyan,Jaime Zevallos,Michael Elian,Jaime Zevallos,Comedy|Drama|Romance,me you and five bucks,Angela SarafyanJaime ZevallosMichael ElianJaime ZevallosComedy|Drama|Romance
Sid Haig,Dee Wallace,Michael Berryman,Rob Zombie,Drama|Fantasy|Horror|Thriller,the lords of salem,Sid HaigDee WallaceMichael BerrymanRob ZombieDrama|Fantasy|Horror|Thriller
Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,Gerard Johnstone,Comedy|Horror|Mystery,housebound,Morgana O'ReillyBruce HopkinsCameron RhodesGerard JohnstoneComedy|Horror|Mystery
Lee Scott,Jon Hunter,Matt Hunter,Robert Greenwald,Documentary,wal-mart: the high cost of low price,Lee ScottJon HunterMatt HunterRobert GreenwaldDocumentary
Nicole Muñoz,Sarah Lind,Kyla Wise,David Ray,Drama|Fantasy|Romance,fetching cody,Nicole MuñozSarah LindKyla WiseDavid RayDrama|Fantasy|Romance
Chazz Palminteri,Michael Rapaport,Paul Sorvino,Dave Rodriguez,Comedy|Drama,once upon a time in queens,Chazz PalminteriMichael RapaportPaul SorvinoDave RodriguezComedy|Drama
Monica Barladeanu,Joe Armstrong,Martin Hancock,Nae Caranfil,Comedy|Drama,closer to the moon,Monica BarladeanuJoe ArmstrongMartin HancockNae CaranfilComedy|Drama
Ashanti,Amber Marshall,John DeSantis,David Winning,Sci-Fi,mutant world,AshantiAmber MarshallJohn DeSantisDavid WinningSci-Fi
Brighton Sharbino,Jake Busey,Tim Guinee,Frank Lotito,Comedy|Drama|Family,growing up smith,Brighton SharbinoJake BuseyTim GuineeFrank LotitoComedy|Drama|Family
Katrina Law,Johnny Messner,Michael Paré,Timothy Woodward Jr.,Action|Crime|Thriller,checkmate,Katrina LawJohnny MessnerMichael ParéTimothy Woodward Jr.Action|Crime|Thriller
Tom Cruise,Robert Duvall,David Oyelowo,Christopher McQuarrie,Action|Crime|Mystery|Thriller,jack reacher,Tom CruiseRobert DuvallDavid OyelowoChristopher McQuarrieAction|Crime|Mystery|Thriller
Timothy Hutton,Balthazar Getty,Lydia Hearst,Tara Subkoff,Drama|Horror|Mystery|Thriller,#horror,Timothy HuttonBalthazar GettyLydia HearstTara SubkoffDrama|Horror|Mystery|Thriller
Rudy Youngblood,Glen Powell,Kiowa Gordon,Russell Friedenberg,Action|Horror|Thriller,wind walkers,Rudy YoungbloodGlen PowellKiowa GordonRussell FriedenbergAction|Horror|Thriller
Adriana Caselotti,Billy Gilbert,Lucille La Verne,William Cottrell,Animation|Family|Fantasy|Musical,snow white and the seven dwarfs,Adriana CaselottiBilly GilbertLucille La VerneWilliam CottrellAnimation|Family|Fantasy|Musical
Mía Maestro,Mercedes Morán,María Alche,Lucrecia Martel,Drama,the holy girl,Mía MaestroMercedes MoránMaría AlcheLucrecia MartelDrama
Brigitte Bardot,Woody Strode,Honor Blackman,Edward Dmytryk,Western,shalako,Brigitte BardotWoody StrodeHonor BlackmanEdward DmytrykWestern
Zak Penn,Gabriel Beristain,John Bailey,Zak Penn,Adventure|Comedy|Horror,incident at loch ness,Zak PennGabriel BeristainJohn BaileyZak PennAdventure|Comedy|Horror
Lea Thompson,Christina Moore,Cullen Douglas,Alex Ranarivelo,Drama,the dog lover,Lea ThompsonChristina MooreCullen DouglasAlex RanariveloDrama
Camren Bicondova,Adam DiMarco,Chasty Ballesteros,Jon Knautz,Horror|Thriller,girl house,Camren BicondovaAdam DiMarcoChasty BallesterosJon KnautzHorror|Thriller
Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,Mathieu Amalric,Crime|Romance|Thriller,the blue room,Mathieu AmalricLéa DruckerLaurent PoitrenauxMathieu AmalricCrime|Romance|Thriller
Jessica Szohr,Jonathan Mangum,Angela Jones,David Worth,Horror|Thriller,house at the end of the drive,Jessica SzohrJonathan MangumAngela JonesDavid WorthHorror|Thriller
Burgess Meredith,Cesar Romero,Burt Ward,Leslie H. Martinson,Adventure|Comedy|Family,batman: the movie,Burgess MeredithCesar RomeroBurt WardLeslie H. MartinsonAdventure|Comedy|Family
Jason Statham,Jason Flemyng,Dexter Fletcher,Guy Ritchie,Comedy|Crime,"lock, stock and two smoking barrels",Jason StathamJason FlemyngDexter FletcherGuy RitchieComedy|Crime
Barry Corbin,Bruce McGill,Ned Beatty,Robert M. Young,Western,the ballad of gregorio cortez,Barry CorbinBruce McGillNed BeattyRobert M. YoungWestern
Karl Malden,Michael Douglas,unknown,unknown,Action|Crime|Drama|Mystery,the streets of san francisco            ,Karl MaldenMichael DouglasunknownunknownAction|Crime|Drama|Mystery
Ulrich Thomsen,Paprika Steen,Trine Dyrholm,Thomas Vinterberg,Drama,the celebration,Ulrich ThomsenPaprika SteenTrine DyrholmThomas VinterbergDrama
Steve Buscemi,Debi Mazar,Carol Kane,Steve Buscemi,Comedy|Drama,trees lounge,Steve BuscemiDebi MazarCarol KaneSteve BuscemiComedy|Drama
Long Nguyen,Kieu Chinh,Cat Ly,Ham Tran,Drama,journey from the fall,Long NguyenKieu ChinhCat LyHam TranDrama
Eric Dane,Karen Allen,Peter Coyote,Rich Cowan,Drama,the basket,Eric DaneKaren AllenPeter CoyoteRich CowanDrama
Stephen McHattie,Thure Lindhardt,Georgina Reilly,Boris Rodriguez,Comedy|Horror,eddie: the sleepwalking cannibal,Stephen McHattieThure LindhardtGeorgina ReillyBoris RodriguezComedy|Horror
Bruce Willis,Miko Hughes,Carrie Preston,Harold Becker,Action|Crime|Drama|Thriller,mercury rising,Bruce WillisMiko HughesCarrie PrestonHarold BeckerAction|Crime|Drama|Thriller
James Morrison,Tucker Smallwood,Kristen Cloke,unknown,Drama|Sci-Fi,space: above and beyond            ,James MorrisonTucker SmallwoodKristen ClokeunknownDrama|Sci-Fi
Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,Sadyk Sher-Niyaz,Action|Biography|Drama|History,queen of the mountains,Elina Abai KyzyAziz MuradillayevMirlan AbdulayevSadyk Sher-NiyazAction|Biography|Drama|History
Maury Chaykin,Lenore Zann,Tim Choate,Paul Donovan,Action|Sci-Fi,def-con 4,Maury ChaykinLenore ZannTim ChoatePaul DonovanAction|Sci-Fi
Judy Greer,Adam Goldberg,Tony Cox,Jonathan Kesselman,Comedy,the hebrew hammer,Judy GreerAdam GoldbergTony CoxJonathan KesselmanComedy
Abhishek Bachchan,Uday Chopra,Samantha McLeod,Arjun Sablok,Comedy|Musical|Romance,neal 'n' nikki,Abhishek BachchanUday ChopraSamantha McLeodArjun SablokComedy|Musical|Romance
Noureen DeWulf,Bryan Callen,Matt Crabtree,Craig Moss,Comedy,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Noureen DeWulfBryan CallenMatt CrabtreeCraig MossComedy
Bella Thorne,Chloe Bridges,Christopher Atkins,Tyler Oliver,Horror|Romance|Thriller,forget me not,Bella ThorneChloe BridgesChristopher AtkinsTyler OliverHorror|Romance|Thriller
Laurence Olivier,Joan Fontaine,George Sanders,Alfred Hitchcock,Drama|Film-Noir|Mystery|Thriller,rebecca,Laurence OlivierJoan FontaineGeorge SandersAlfred HitchcockDrama|Film-Noir|Mystery|Thriller
Betsy Palmer,Adrienne King,Amy Steel,Steve Miner,Horror|Mystery|Thriller,friday the 13th part 2,Betsy PalmerAdrienne KingAmy SteelSteve MinerHorror|Mystery|Thriller
Ray Milland,Jane Wyman,Frank Faylen,Billy Wilder,Drama|Film-Noir,the lost weekend,Ray MillandJane WymanFrank FaylenBilly WilderDrama|Film-Noir
Daniel Stern,John Heard,Sam McMurray,Douglas Cheek,Horror|Sci-Fi,c.h.u.d.,Daniel SternJohn HeardSam McMurrayDouglas CheekHorror|Sci-Fi
Noel Gugliemi,Jenni Rivera,Jorge Diaz,Youssef Delara,Drama|Music,filly brown,Noel GugliemiJenni RiveraJorge DiazYoussef DelaraDrama|Music
Vic Mignogna,Omar Benson Miller,Anupam Kher,Deryck Broom,Animation,the lion of judah,Vic MignognaOmar Benson MillerAnupam KherDeryck BroomAnimation
Joseph Cotten,Jean Peters,Will Wright,Henry Hathaway,Crime|Film-Noir|Thriller,niagara,Joseph CottenJean PetersWill WrightHenry HathawayCrime|Film-Noir|Thriller
Roddy McDowall,Walter Pidgeon,Barry Fitzgerald,John Ford,Drama|Family,how green was my valley,Roddy McDowallWalter PidgeonBarry FitzgeraldJohn FordDrama|Family
Mary Lynn Rajskub,Riley Keough,Paul Sparks,unknown,Drama,the girlfriend experience            ,Mary Lynn RajskubRiley KeoughPaul SparksunknownDrama
Rami Malek,Elvis Nolasco,Felicia Pearson,Spike Lee,Comedy|Romance|Thriller,da sweet blood of jesus,Rami MalekElvis NolascoFelicia PearsonSpike LeeComedy|Romance|Thriller
Peter Gallagher,Laura San Giacomo,Steven Brill,Steven Soderbergh,Drama,"sex, lies, and videotape",Peter GallagherLaura San GiacomoSteven BrillSteven SoderberghDrama
Michael Emerson,Monica Potter,Shawnee Smith,James Wan,Horror|Mystery|Thriller,saw,Michael EmersonMonica PotterShawnee SmithJames WanHorror|Mystery|Thriller
Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,Jay Chandrasekhar,Comedy|Crime|Mystery,super troopers,Geoffrey ArendDaniel von BargenJay ChandrasekharJay ChandrasekharComedy|Crime|Mystery
Zuhair Haddad,Harry Lennix,Ben Youcef,Giovanni Zelko,Action|Romance|Thriller,the algerian,Zuhair HaddadHarry LennixBen YoucefGiovanni ZelkoAction|Romance|Thriller
Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo,Claudia Sainte-Luce,Comedy|Drama,the amazing catfish,Ximena AyalaVera WilsonJosé Manuel Orozco AnguloClaudia Sainte-LuceComedy|Drama
Keanu Reeves,Jon Hamm,Juan Riedinger,Scott Derrickson,Drama|Sci-Fi|Thriller,the day the earth stood still,Keanu ReevesJon HammJuan RiedingerScott DerricksonDrama|Sci-Fi|Thriller
Naseeruddin Shah,Randeep Hooda,Lillete Dubey,Mira Nair,Comedy|Drama|Romance,monsoon wedding,Naseeruddin ShahRandeep HoodaLillete DubeyMira NairComedy|Drama|Romance
Matthew Broderick,Rory Culkin,Gaby Hoffmann,Kenneth Lonergan,Drama,you can count on me,Matthew BroderickRory CulkinGaby HoffmannKenneth LonerganDrama
Jerry Mathers,John Forsythe,Royal Dano,Alfred Hitchcock,Comedy|Mystery|Romance,the trouble with harry,Jerry MathersJohn ForsytheRoyal DanoAlfred HitchcockComedy|Mystery|Romance
Bruce Willis,Morgan Freeman,Dorian Missick,Paul McGuigan,Crime|Drama|Mystery|Thriller,lucky number slevin,Bruce WillisMorgan FreemanDorian MissickPaul McGuiganCrime|Drama|Mystery|Thriller
Natasha Lyonne,Clea DuVall,Eddie Cibrian,Jamie Babbit,Comedy|Drama,but i'm a cheerleader,Natasha LyonneClea DuVallEddie CibrianJamie BabbitComedy|Drama
Vivica A. Fox,Drew Waters,Scott Elrod,David Boyd,Drama|Sport,home run,Vivica A. FoxDrew WatersScott ElrodDavid BoydDrama|Sport
Quentin Tarantino,Steve Buscemi,Chris Penn,Quentin Tarantino,Crime|Drama|Thriller,reservoir dogs,Quentin TarantinoSteve BuscemiChris PennQuentin TarantinoCrime|Drama|Thriller
Spring Byington,Nigel Bruce,Gale Sondergaard,Walter Lang,Drama|Family|Fantasy,the blue bird,Spring ByingtonNigel BruceGale SondergaardWalter LangDrama|Family|Fantasy
Clint Eastwood,Luigi Pistilli,Enzo Petito,Sergio Leone,Western,"the good, the bad and the ugly",Clint EastwoodLuigi PistilliEnzo PetitoSergio LeoneWestern
Alex Huszar,Regina Casé,Luis Miranda,Anna Muylaert,Comedy|Drama,the second mother,Alex HuszarRegina CaséLuis MirandaAnna MuylaertComedy|Drama
Jason Marsden,Marshall Allman,Eric Lange,Steve Taylor,Comedy|Drama,blue like jazz,Jason MarsdenMarshall AllmanEric LangeSteve TaylorComedy|Drama
Lemmy,Coyote Shivers,Zoë Poledouris,Kurt Voss,Comedy|Music,down and out with the dolls,LemmyCoyote ShiversZoë PoledourisKurt VossComedy|Music
unknown,unknown,unknown,Léa Pool,Documentary,"pink ribbons, inc.",unknownunknownunknownLéa PoolDocumentary
Robin Williams,Sarah Silverman,Jonathan Winters,James David Pasternak,Comedy|Documentary,certifiably jonathan,Robin WilliamsSarah SilvermanJonathan WintersJames David PasternakComedy|Documentary
Déborah Révy,Johnny Amaro,Yassine Azzouz,Laurent Bouhnik,Drama,q,Déborah RévyJohnny AmaroYassine AzzouzLaurent BouhnikDrama
Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya,Tom Sanchez,Comedy|Drama,the knife of don juan,Nataniel SánchezAntonio ArruéJuan Carlos MontoyaTom SanchezComedy|Drama
Marley Shelton,Scott Adsit,Jim Cody Williams,David Caffrey,Adventure|Comedy|Drama,grand theft parsons,Marley SheltonScott AdsitJim Cody WilliamsDavid CaffreyAdventure|Comedy|Drama
Rich Ceraulo,Denise Boutte,Vanessa Lee Chester,Adam Jay Epstein,Comedy,extreme movie,Rich CerauloDenise BoutteVanessa Lee ChesterAdam Jay EpsteinComedy
Errol Flynn,David Niven,Spring Byington,Michael Curtiz,Action|Adventure|Romance|War,the charge of the light brigade,Errol FlynnDavid NivenSpring ByingtonMichael CurtizAction|Adventure|Romance|War
Michael Berryman,Kristin Booth,Michael Eisner,Justin Thomas Ostensen,Thriller,below zero,Michael BerrymanKristin BoothMichael EisnerJustin Thomas OstensenThriller
Christie Burke,Victor Zinck Jr.,Chelsey Reist,Brenton Spencer,Action|Horror|Mystery|Thriller,crowsnest,Christie BurkeVictor Zinck Jr.Chelsey ReistBrenton SpencerAction|Horror|Mystery|Thriller
Alanna Ubach,Jacob Vargas,Brittney Powell,Rob Bowman,Adventure|Comedy|Sport,airborne,Alanna UbachJacob VargasBrittney PowellRob BowmanAdventure|Comedy|Sport
Redd Foxx,Cleavon Little,Calvin Lockhart,Ossie Davis,Action|Comedy,cotton comes to harlem,Redd FoxxCleavon LittleCalvin LockhartOssie DavisAction|Comedy
William McNamara,Sabrina Carmichael,Patrick Muldoon,Jay Alaimo,Horror,the wicked within,William McNamaraSabrina CarmichaelPatrick MuldoonJay AlaimoHorror
Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond,Dylan Bank,Horror,bleeding hearts,Seregon O'DasseyDeirdre LorenzDustin DiamondDylan BankHorror
Ryan Reynolds,Dane Cook,Vanessa Lengies,Rob McKittrick,Comedy,waiting...,Ryan ReynoldsDane CookVanessa LengiesRob McKittrickComedy
Paddy Considine,Gary Stretch,George Newton,Shane Meadows,Crime|Drama|Thriller,dead man's shoes,Paddy ConsidineGary StretchGeorge NewtonShane MeadowsCrime|Drama|Thriller
Richard Cawthorne,John Jarratt,Lucy Fry,unknown,Drama|Horror|Thriller,wolf creek            ,Richard CawthorneJohn JarrattLucy FryunknownDrama|Horror|Thriller
Terry Kiser,Clu Gulager,Susan Tyrrell,Jeff Burr,Action|Drama|Horror|Thriller,from a whisper to a scream,Terry KiserClu GulagerSusan TyrrellJeff BurrAction|Drama|Horror|Thriller
unknown,unknown,unknown,Harry Gantz,Documentary|Drama,sex with strangers,unknownunknownunknownHarry GantzDocumentary|Drama
Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,Guy Maddin,Comedy|Horror|Musical,dracula: pages from a virgin's diary,Sarah Murphy-DysonCindyMarie SmallBrent NealeGuy MaddinComedy|Horror|Musical
Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,Regardt van den Bergh,Drama,faith like potatoes,Sean Cameron MichaelFrank RautenbachJeanne NeilsonRegardt van den BerghDrama
Chris Gauthier,Marilyn Norry,Eva Bourne,Panos Cosmatos,Sci-Fi|Thriller,beyond the black rainbow,Chris GauthierMarilyn NorryEva BournePanos CosmatosSci-Fi|Thriller
Iko Uwais,Yayan Ruhian,Donny Alamsyah,Gareth Evans,Action|Crime|Thriller,the raid: redemption,Iko UwaisYayan RuhianDonny AlamsyahGareth EvansAction|Crime|Thriller
Johnny Pacar,Vernon Wells,Matthew R. Anderson,Matthew R. Anderson,Action|Horror|Sci-Fi,the dead undead,Johnny PacarVernon WellsMatthew R. AndersonMatthew R. AndersonAction|Horror|Sci-Fi
Piero Maggiò,Anella Vastola,Joe Marino,Joe Marino,Horror,the vatican exorcisms,Piero MaggiòAnella VastolaJoe MarinoJoe MarinoHorror
Humphrey Bogart,Claude Rains,Conrad Veidt,Michael Curtiz,Drama|Romance|War,casablanca,Humphrey BogartClaude RainsConrad VeidtMichael CurtizDrama|Romance|War
Talia Zucker,Rosie Traynor,Martin Sharpe,Joel Anderson,Drama|Horror|Mystery|Thriller,lake mungo,Talia ZuckerRosie TraynorMartin SharpeJoel AndersonDrama|Horror|Mystery|Thriller
Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,Shimit Amin,Comedy|Drama,rocket singh: salesman of the year,Ranbir KapoorShazahn PadamseeGauhar KhanShimit AminComedy|Drama
Bruce Dern,Ron Rifkin,Jesse Vint,Douglas Trumbull,Drama|Sci-Fi,silent running,Bruce DernRon RifkinJesse VintDouglas TrumbullDrama|Sci-Fi
Sylvester Stallone,Burgess Meredith,Carl Weathers,John G. Avildsen,Drama|Sport,rocky,Sylvester StalloneBurgess MeredithCarl WeathersJohn G. AvildsenDrama|Sport
Christopher Abbott,Brady Corbet,Gitte Witt,Mona Fastvold,Drama,the sleepwalker,Christopher AbbottBrady CorbetGitte WittMona FastvoldDrama
Jamie Lee Curtis,Hal Holbrook,Janet Leigh,John Carpenter,Fantasy|Horror,the fog,Jamie Lee CurtisHal HolbrookJanet LeighJohn CarpenterFantasy|Horror
Albert Finney,Susannah York,Hugh Griffith,Tony Richardson,Adventure|Comedy|History,tom jones,Albert FinneySusannah YorkHugh GriffithTony RichardsonAdventure|Comedy|History
Shelley Hennig,Renee Olstead,Heather Sossaman,Levan Gabriadze,Horror|Mystery|Thriller,unfriended,Shelley HennigRenee OlsteadHeather SossamanLevan GabriadzeHorror|Mystery|Thriller
Robert De Niro,Albert Brooks,Peter Boyle,Martin Scorsese,Crime|Drama,taxi driver,Robert De NiroAlbert BrooksPeter BoyleMartin ScorseseCrime|Drama
Patrick Macnee,Robert Picardo,Dee Wallace,Joe Dante,Horror,the howling,Patrick MacneeRobert PicardoDee WallaceJoe DanteHorror
Ursula Andress,Jack Lord,Lois Maxwell,Terence Young,Action|Adventure|Thriller,dr. no,Ursula AndressJack LordLois MaxwellTerence YoungAction|Adventure|Thriller
